"","output_prefix","name","motif_id","cluster","total_tfbs","CD8_Good_mean_score","CD8_Good_bound","CD8_Poor_mean_score","CD8_Poor_bound","CD8_Good_CD8_Poor_change","CD8_Good_CD8_Poor_pvalue","CD8_Good_CD8_Poor_highlighted","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"935","BEH2_MA1332.2","BEH2","MA1332.2","C_BEH3",2917,0.80551,350,0.93283,400,-0.02006,1.52564e-22,"False","Not Significant",21.8165479332607,5,"Capped"
"936","BEH3_MA1333.2","BEH3","MA1333.2","C_BEH3",3066,0.79412,349,0.91756,420,-0.00802,0.0328902,"False","Not Significant",1.48293348563464,1.48293348563464,"Not Capped"
"937","BAM8_MA2014.2","BAM8","MA2014.2","C_PHYPA_008731",3774,0.73786,341,0.81331,371,0.04973,9.17846e-54,"False","Not Significant",53.0372301804117,5,"Capped"
"938","TCP16_MA0587.2","TCP16","MA0587.2","C_TCP16",7951,0.73467,684,0.87618,827,-0.04264,4.68303e-58,"False","Not Significant",57.3294730600713,5,"Capped"
"939","TCP15_MA1062.3","TCP15","MA1062.3","C_TCP22",5631,0.65739,402,0.81224,489,-0.06688,3.48566e-72,"True","Up_CD8_Poor",71.4577149773308,5,"Capped"
"940","TCP19_MA1063.2","TCP19","MA1063.2","C_ARALYDRAFT_493022",9925,0.73094,898,0.8913,1071,-0.07652,2.46613e-90,"True","Up_CD8_Poor",89.607984033663,5,"Capped"
"941","TCP2_MA1064.2","TCP2","MA1064.2","C_TCP2",5815,0.71323,466,0.83777,561,-0.01813,3.27109e-25,"False","Not Significant",24.4853075066345,5,"Capped"
"942","TCP20_MA1065.3","TCP20","MA1065.3","C_TCP22",5944,0.64967,417,0.80559,511,-0.0696,5.31929e-73,"True","Up_CD8_Poor",72.2741463319267,5,"Capped"
"943","TCP13_MA1282.2","TCP13","MA1282.2","C_TCP13",8979,0.76152,795,0.90625,1035,-0.04424,7.61754e-64,"False","Not Significant",63.118185256602,5,"Capped"
"944","TCP14_MA1283.2","TCP14","MA1283.2","C_TCP14",8956,0.65797,706,0.80519,831,-0.0663,1.53473e-85,"True","Up_CD8_Poor",84.8139680174663,5,"Capped"
"945","TCP1_MA1284.2","TCP1","MA1284.2","C_TCP22",10686,0.71381,852,0.87931,1059,-0.08312,4.19629e-92,"True","Up_CD8_Poor",91.3771345059295,5,"Capped"
"946","TCP9_MA1285.2","TCP9","MA1285.2","C_TCP22",8072,0.70109,685,0.86523,844,-0.08191,2.9811e-90,"True","Up_CD8_Poor",89.5256234554602,5,"Capped"
"947","TCP24_MA1286.2","TCP24","MA1286.2","C_TCP16",8515,0.81875,922,0.96633,1096,-0.04605,1.98901e-64,"False","Not Significant",63.7013630333995,5,"Capped"
"948","TCP21_MA1287.2","TCP21","MA1287.2","C_TCP22",9849,0.63659,649,0.79681,809,-0.08075,6.70462e-88,"True","Up_CD8_Poor",87.1736258317691,5,"Capped"
"949","TCP22_MA1288.2","TCP22","MA1288.2","C_TCP22",10512,0.66317,765,0.82307,946,-0.07922,2.40232e-99,"True","Up_CD8_Poor",98.6193691430706,5,"Capped"
"950","TCP3_MA1289.2","TCP3","MA1289.2","C_TCP16",7927,0.76996,715,0.90439,847,-0.02938,1.04794e-48,"False","Not Significant",47.979663582252,5,"Capped"
"951","TCP8_MA1428.2","TCP8","MA1428.2","C_ARALYDRAFT_493022",9925,0.73094,898,0.89133,1071,-0.07654,2.40551e-90,"True","Up_CD8_Poor",89.6187928333423,5,"Capped"
"952","ABF1_MA0570.3","ABF1","MA0570.3","C_PK24205.1",3905,0.74248,441,0.84486,488,0.01092,4.55706e-11,"False","Not Significant",10.3413152532922,5,"Capped"
"953","ABF3_MA0930.3","ABF3","MA0930.3","C_ABF3",1366,0.77771,148,0.86158,161,0.05757,4.61557e-41,"False","Up_CD8_Good",40.3357746581118,5,"Capped"
"954","ABI5_MA0931.2","ABI5","MA0931.2","C_PHYPA_008731",3439,0.78992,410,0.8992,466,-0.00041,0.475424,"False","Not Significant",0.322918898324127,0.322918898324127,"Not Capped"
"955","ABF2_MA0941.2","ABF2","MA0941.2","C_PHYPA_008731",2183,0.71337,201,0.81563,227,0.00262,0.00776503,"False","Not Significant",2.10985686204627,2.10985686204627,"Not Capped"
"956","DPBF3_MA1338.3","DPBF3","MA1338.3","C_PK24205.1",3443,0.79855,461,0.91613,499,-0.0099,1.85445e-11,"False","Not Significant",10.7317848717001,5,"Capped"
"957","ABF4_MA1659.2","ABF4","MA1659.2","C_Xbp1",3370,0.82719,389,0.97325,452,-0.05012,6.00964e-51,"False","Not Significant",50.2211515430881,5,"Capped"
"958","BZIP28_MA1344.2","BZIP28","MA1344.2","C_PK24205.1",3020,0.85434,457,0.97822,504,-0.0133,4.3733e-18,"False","Not Significant",17.359190729864,5,"Capped"
"959","BZIP63_MA1745.2","BZIP63","MA1745.2","C_PK27149.1",3564,0.9251,638,1.04939,695,-0.0178,1.02684e-20,"False","Not Significant",19.9884972219631,5,"Capped"
"960","TGA1_MA0588.2","TGA1","MA0588.2","C_TGA1",3201,1.21244,974,1.30937,1047,0.05585,2.72527e-51,"False","Up_CD8_Good",50.5645904645061,5,"Capped"
"961","TGA5_MA1047.3","TGA5","MA1047.3","C_JDP2",3697,0.88924,721,0.96014,771,0.0704,3.40656e-67,"False","Up_CD8_Good",66.4676839573955,5,"Capped"
"962","TGA2_MA1068.3","TGA2","MA1068.3","C_JDP2",3827,0.89189,749,0.97202,803,0.04573,7.28927e-50,"False","Not Significant",49.1373159628818,5,"Capped"
"963","TGA6_MA1069.3","TGA6","MA1069.3","C_JDP2",6644,0.63249,705,0.70554,756,0.04327,9.78264e-56,"False","Not Significant",55.0095439281661,5,"Capped"
"964","TGA7_MA1070.3","TGA7","MA1070.3","C_JDP2",3822,0.93686,812,1.01691,861,0.05465,2.02329e-56,"False","Up_CD8_Good",55.6939418649438,5,"Capped"
"965","TGA3_MA1336.2","TGA3","MA1336.2","C_JDP2",4505,0.92197,910,1.00292,974,0.0515,1.59625e-55,"False","Up_CD8_Good",54.7968990897285,5,"Capped"
"966","TGA10_MA1346.2","TGA10","MA1346.2","C_JDP2",4064,0.98313,924,1.07768,983,0.03349,5.66466e-41,"False","Not Significant",40.246826151918,5,"Capped"
"967","BZIP68_MA0968.3","BZIP68","MA0968.3","C_PK24205.1",3418,0.8163,462,0.94519,529,-0.01963,2.939e-17,"False","Not Significant",16.5318004139274,5,"Capped"
"968","BZIP16_MA1349.2","BZIP16","MA1349.2","C_PK24205.1",4965,0.73698,521,0.8596,602,-0.02031,1.17938e-28,"False","Not Significant",27.9283462412888,5,"Capped"
"969","GBF3_MA1351.3","GBF3","MA1351.3","C_GBF3",2717,0.70751,250,0.82791,303,-0.01323,2.5031e-12,"False","Not Significant",11.6015217997802,5,"Capped"
"970","GBF2_MA1672.2","GBF2","MA1672.2","C_PK24205.1",3936,0.8322,542,0.9509,607,0.00114,0.489106,"False","Not Significant",0.310597009534251,0.310597009534251,"Not Capped"
"971","HY5_MA0551.2","HY5","MA0551.2","C_ZmbZIP96",2636,0.76226,299,0.85849,332,0.01579,3.96908e-14,"False","Not Significant",13.40131014745,5,"Capped"
"972","HYH_MA1425.2","HYH","MA1425.2","C_TGA1",1625,0.94297,287,1.05488,317,0.01742,3.09211e-13,"False","Not Significant",12.5097450647074,5,"Capped"
"973","BZIP52_MA1343.2","BZIP52","MA1343.2","C_BZIP52",13005,0.57372,746,0.70877,873,-0.05032,6.66e-74,"False","Not Significant",73.1765257708297,5,"Capped"
"974","BZIP18_MA1742.2","BZIP18","MA1742.2","C_BZIP69",12090,0.54232,604,0.67716,715,-0.05401,1.33313e-78,"False","Up_CD8_Poor",77.8751274983507,5,"Capped"
"975","BZIP30_MA1744.2","BZIP30","MA1744.2","C_BZIP69",8123,0.50999,331,0.63758,388,-0.05214,5.41405e-72,"False","Up_CD8_Poor",71.2664777377373,5,"Capped"
"976","VIP1_MA1803.2","VIP1","MA1803.2","C_BZIP69",11241,0.51451,483,0.64752,578,-0.05709,4.4855e-80,"True","Up_CD8_Poor",79.3481891389883,5,"Capped"
"977","BZIP11_MA1334.2","BZIP11","MA1334.2","C_BZIP2",4369,0.77176,571,0.88349,634,-0.00705,3.85674e-07,"False","Not Significant",6.4137796378701,5,"Capped"
"978","BZIP44_MA1337.2","BZIP44","MA1337.2","C_BZIP2",4360,0.68121,403,0.8021,477,-0.02257,1.58646e-28,"False","Not Significant",27.7995708734522,5,"Capped"
"979","BZIP3_MA1340.2","BZIP3","MA1340.2","C_BZIP2",4510,0.71904,501,0.84224,561,-0.02584,2.1388e-33,"False","Not Significant",32.6698298245717,5,"Capped"
"980","BZIP53_MA1341.2","BZIP53","MA1341.2","C_BZIP2",4209,0.79167,585,0.90356,646,-0.00522,3.27236e-07,"False","Not Significant",6.48513892461771,5,"Capped"
"981","BZIP48_MA1345.2","BZIP48","MA1345.2","C_BZIP2",4209,0.71304,418,0.8342,489,-0.01798,7.79225e-25,"False","Not Significant",24.1083371223668,5,"Capped"
"982","BZIP2_MA1743.2","BZIP2","MA1743.2","C_BZIP2",4568,0.71635,494,0.83495,555,-0.01966,1.17776e-22,"False","Not Significant",21.9289431996124,5,"Capped"
"983","NAC002_MA2015.2","NAC002","MA2015.2","C_NAC002",1594,0.78805,189,0.91126,204,-0.02301,8.46187e-13,"False","Not Significant",12.0725336510345,5,"Capped"
"984","JKD_MA1156.2","JKD","MA1156.2","C_SGR5",28848,0.37097,367,0.42958,416,0.05335,2.65358e-95,"False","Up_CD8_Good",94.5761678147484,5,"Capped"
"985","NUC_MA1157.2","NUC","MA1157.2","C_SGR5",21791,0.37557,302,0.44236,343,0.04021,3.35961e-80,"False","Not Significant",79.4737111347169,5,"Capped"
"986","MGP_MA1158.2","MGP","MA1158.2","C_SGR5",25172,0.36132,291,0.42447,341,0.0468,4.07787e-84,"False","Not Significant",83.3895666233795,5,"Capped"
"987","SGR5_MA1159.2","SGR5","MA1159.2","C_SGR5",39860,0.35419,428,0.41874,514,0.04515,3.13947e-96,"False","Not Significant",95.5031436625966,5,"Capped"
"988","IDD6_MA1160.2","IDD6","MA1160.2","C_SGR5",32888,0.36446,411,0.43276,474,0.03955,5.16999e-90,"False","Not Significant",89.2865102969349,5,"Capped"
"989","IDD5_MA1370.2","IDD5","MA1370.2","C_SGR5",19904,0.37758,275,0.44581,326,0.04276,6.55693e-81,"False","Not Significant",80.1832994527184,5,"Capped"
"990","IDD4_MA1371.2","IDD4","MA1371.2","C_SGR5",34134,0.36056,401,0.4304,479,0.03735,3.29073e-98,"False","Not Significant",97.4827077495259,5,"Capped"
"991","ZAT10_MA1372.2","ZAT10","MA1372.2","C_ZAT10",12279,0.47322,390,0.575,454,-0.00898,1.99406e-18,"False","Not Significant",17.7002617781824,5,"Capped"
"992","IDD7_MA1374.2","IDD7","MA1374.2","C_SGR5",23723,0.36388,293,0.43495,348,0.03448,1.65012e-75,"False","Not Significant",74.7824844718814,5,"Capped"
"993","AT3G46070_MA1381.2","AT3G46070","MA1381.2","C_AZF2",7652,0.45829,239,0.54881,268,0.01039,1.68326e-19,"False","Not Significant",18.7738487967727,5,"Capped"
"994","REF6_MA1415.2","REF6","MA1415.2","C_REF6",15977,0.44621,401,0.53479,499,0.00486,1.74092e-06,"False","Not Significant",5.75922118543455,5,"Capped"
"995","AT5G04390_MA1736.2","AT5G04390","MA1736.2","C_AZF2",87923,0.48391,3345,0.58522,3901,-0.00501,3.59236e-26,"False","Not Significant",25.4446201480127,5,"Capped"
"996","TREE1_MA1801.2","TREE1","MA1801.2","C_MBD2",120676,0.56541,6187,0.68741,7375,-0.03328,1.17124e-103,"False","Not Significant",102.931354104077,5,"Capped"
"997","ZAT6_MA2052.2","ZAT6","MA2052.2","C_ATHB-7",8017,0.39326,197,0.43174,196,0.09005,9.28294e-93,"False","Up_CD8_Good",92.0323144565868,5,"Capped"
"998","SPL14_MA0586.3","SPL14","MA0586.3","C_SPL9",1078,0.90426,135,1.01564,162,0.00956,7.51901e-05,"False","Not Significant",4.12383933757869,4.12383933757869,"Not Capped"
"999","SPL11_MA1056.2","SPL11","MA1056.2","C_SPL9",675,0.91481,95,1.02977,117,0.0078,0.00423684,"False","Not Significant",2.37295793638351,2.37295793638351,"Not Capped"
"1000","SPL12_MA1057.2","SPL12","MA1057.2","C_SPL9",2762,0.97898,419,1.10891,495,-0.00569,0.00812909,"False","Not Significant",2.08995806819415,2.08995806819415,"Not Capped"
"1001","SPL4_MA1058.2","SPL4","MA1058.2","C_SPL4",8614,0.88731,1216,1.00866,1351,-0.00598,7.34005e-08,"False","Not Significant",7.13430098168473,5,"Capped"
"1002","SPL5_MA1059.3","SPL5","MA1059.3","C_SPL9",861,0.91282,106,1.04293,134,-0.02181,1.47584e-11,"False","Not Significant",10.8309607230574,5,"Capped"
"1003","SPL7_MA1060.2","SPL7","MA1060.2","C_SPL4",782,1.23877,199,1.39274,228,-0.00635,0.228621,"False","Not Significant",0.640883879954562,0.640883879954562,"Not Capped"
"1004","SPL15_MA1320.2","SPL15","MA1320.2","C_SPL9",949,0.81923,98,0.946,127,-0.01515,0.000281907,"False","Not Significant",3.54989414007863,3.54989414007863,"Not Capped"
"1005","SPL13A_MA1321.2","SPL13A","MA1321.2","C_SPL13A",1434,0.61486,98,0.73217,116,-0.03524,1.60328e-29,"False","Not Significant",28.7949906249722,5,"Capped"
"1006","SPL10_MA1799.2","SPL10","MA1799.2","C_SPL9",2762,0.97898,419,1.10891,495,-0.00569,0.00812909,"False","Not Significant",2.08995806819415,2.08995806819415,"Not Capped"
"1007","GRF6_MA2016.2","GRF6","MA2016.2","C_GRF9",5750,0.47142,206,0.56503,243,0.00763,1.973e-06,"False","Not Significant",5.70487291474781,5,"Capped"
"1008","CAMTA2_MA0969.2","CAMTA2","MA0969.2","C_MBP1",11342,1.10625,2032,1.26323,2412,-0.0349,6.31114e-62,"False","Not Significant",61.1998921857652,5,"Capped"
"1009","CAMTA3_MA0970.2","CAMTA3","MA0970.2","C_MBP1",11342,1.10625,2032,1.26323,2412,-0.0349,6.31114e-62,"False","Not Significant",61.1998921857652,5,"Capped"
"1010","CAMTA1_MA1197.2","CAMTA1","MA1197.2","C_CAMTA1",2112,1.14409,489,1.2887,546,-0.02465,1.50136e-24,"False","Not Significant",23.8235151590109,5,"Capped"
"1011","GRF9_MA1756.2","GRF9","MA1756.2","C_GRF9",10414,0.47894,405,0.57843,480,-0.00268,0.00157043,"False","Not Significant",2.80398141698038,2.80398141698038,"Not Capped"
"1012","TCX3_MA1682.2","TCX3","MA1682.2","C_TCX3",25629,0.33683,257,0.38353,272,0.07245,2.84999e-108,"True","Up_CD8_Good",107.545156663834,5,"Capped"
"1013","E2FA_MA1414.2","E2FA","MA1414.2","C_E2FA",17608,1.03153,3060,1.17247,3540,-0.02149,2.58083e-47,"False","Not Significant",46.588240601614,5,"Capped"
"1014","NAC058_MA0938.3","NAC058","MA0938.3","C_NAC013",5549,0.39261,87,0.44683,97,0.06986,1.24999e-73,"False","Up_CD8_Good",72.9030934613617,5,"Capped"
"1015","NAC083_MA1043.2","NAC083","MA1043.2","C_NAC083",602,0.80096,73,0.88248,83,0.03825,5.87252e-16,"False","Not Significant",15.2311754954742,5,"Capped"
"1016","NAC92_MA1044.2","NAC92","MA1044.2","C_NAC92",7224,0.53072,324,0.61632,371,0.02279,3.70576e-33,"False","Not Significant",32.4311227107729,5,"Capped"
"1017","NAC043_MA1045.2","NAC043","MA1045.2","C_NAC043",2557,0.52496,171,0.58705,171,0.05342,1.49496e-49,"False","Up_CD8_Good",48.8253704274143,5,"Capped"
"1018","NAC028_MA1427.3","NAC028","MA1427.3","C_NAC028",5551,0.38736,82,0.45551,101,0.03669,8.13999e-51,"False","Not Significant",50.0893761286424,5,"Capped"
"1019","NAC013_MA1660.2","NAC013","MA1660.2","C_NAC013",8370,0.38689,121,0.45003,134,0.04984,3.75479e-70,"False","Not Significant",69.4254143474458,5,"Capped"
"1020","NAC050_MA1663.3","NAC050","MA1663.3","C_NAC004",4949,0.42723,123,0.49553,143,0.04239,7.94316e-51,"False","Not Significant",50.100006689318,5,"Capped"
"1021","NAC017_MA1674.3","NAC017","MA1674.3","C_NAC004",10464,0.40788,191,0.4783,222,0.03625,8.78024e-60,"False","Not Significant",59.0564936128808,5,"Capped"
"1022","NAC029_MA1675.2","NAC029","MA1675.2","C_NAC002",1594,0.78805,189,0.91126,204,-0.02301,8.46187e-13,"False","Not Significant",12.0725336510345,5,"Capped"
"1023","NAC062_MA1676.3","NAC062","MA1676.3","C_NTL9",5638,0.37309,78,0.43639,78,0.04585,4.96103e-61,"False","Not Significant",60.3044281467201,5,"Capped"
"1024","NAC078_MA1677.2","NAC078","MA1677.2","C_NAC004",10464,0.40788,191,0.4783,222,0.03625,8.78024e-60,"False","Not Significant",59.0564936128808,5,"Capped"
"1025","NTL8_MA1678.3","NTL8","MA1678.3","C_NTL8",15416,0.44191,408,0.5136,483,0.03758,3.32039e-69,"False","Not Significant",68.4788109027717,5,"Capped"
"1026","NAC018_MA1785.2","NAC018","MA1785.2","C_NAC047",1952,0.75307,219,0.84398,240,0.03216,9.93226e-31,"False","Not Significant",30.0029519203008,5,"Capped"
"1027","NAC019_MA1786.2","NAC019","MA1786.2","C_NAC019",837,0.68956,74,0.7887,87,0.00115,0.459839,"False","Not Significant",0.337394197993838,0.337394197993838,"Not Capped"
"1028","NAC047_MA1787.2","NAC047","MA1787.2","C_NAC047",3116,0.68972,260,0.75016,257,0.05786,9.75092e-54,"False","Up_CD8_Good",53.0109544066529,5,"Capped"
"1029","NAC020_MA2006.2","NAC020","MA2006.2","C_NAC013",6319,0.39776,106,0.45922,117,0.053,7.94135e-63,"False","Up_CD8_Good",62.1001056628483,5,"Capped"
"1030","NAC010_MA2009.2","NAC010","MA2009.2","C_NAC005",6006,0.37583,76,0.42411,85,0.07825,5.64962e-78,"False","Up_CD8_Good",77.2479807623493,5,"Capped"
"1031","SMB_MA2010.2","SMB","MA2010.2","C_NAC105",5899,0.43201,163,0.50562,178,0.02708,3.11379e-37,"False","Not Significant",36.5067106804373,5,"Capped"
"1032","JUB1_MA2017.2","JUB1","MA2017.2","C_Zm00001d031796",1562,1.06513,252,1.2038,273,-0.00417,0.117904,"False","Not Significant",0.928471460821284,0.928471460821284,"Not Capped"
"1033","NAC69_MA2018.2","NAC69","MA2018.2","C_NAC69",8901,0.47182,278,0.56961,342,-3e-05,0.919101,"False","Not Significant",0.0366367613750522,0.0366367613750522,"Not Capped"
"1034","NAC038_MA2033.2","NAC038","MA2033.2","C_NAC013",4556,0.40415,84,0.45235,86,0.08054,5.60931e-78,"False","Up_CD8_Good",77.2510905579279,5,"Capped"
"1035","NAC057_MA2034.2","NAC057","MA2034.2","C_NAC028",5551,0.38736,82,0.45551,101,0.03669,8.13999e-51,"False","Not Significant",50.0893761286424,5,"Capped"
"1036","NAC075_MA2035.2","NAC075","MA2035.2","C_NAC005",5672,0.40902,118,0.48298,125,0.02869,1.05852e-38,"False","Not Significant",37.9753009318745,5,"Capped"
"1037","NAC076_MA2036.2","NAC076","MA2036.2","C_NAC105",5899,0.43201,163,0.50562,178,0.02708,3.11379e-37,"False","Not Significant",36.5067106804373,5,"Capped"
"1038","NAC096_MA2037.2","NAC096","MA2037.2","C_NTL9",5638,0.3731,78,0.43636,78,0.04589,4.58654e-61,"False","Not Significant",60.3385148145834,5,"Capped"
"1039","NAC103_MA2038.2","NAC103","MA2038.2","C_NAC028",2689,0.38156,41,0.46279,55,0.01472,5.04105e-11,"False","Not Significant",10.2974789949609,5,"Capped"
"1040","NAC004_MA2043.2","NAC004","MA2043.2","C_NAC004",13041,0.40385,234,0.47086,276,0.04317,3.4255e-71,"False","Not Significant",70.4652760281446,5,"Capped"
"1041","NAC007_MA2044.2","NAC007","MA2044.2","C_NAC105",5899,0.43201,163,0.50562,178,0.02708,3.11379e-37,"False","Not Significant",36.5067106804373,5,"Capped"
"1042","NAC031_MA2045.2","NAC031","MA2045.2","C_NAC013",5468,0.39128,84,0.43634,91,0.08476,1.66265e-83,"False","Up_CD8_Good",82.7791991633279,5,"Capped"
"1043","NAC035_MA2046.2","NAC035","MA2046.2","C_NAC035",2508,0.75502,248,0.88344,285,-0.0289,1.12147e-26,"False","Not Significant",25.9502123395654,5,"Capped"
"1044","NAC037_MA2047.2","NAC037","MA2047.2","C_NAC105",5899,0.43201,163,0.50562,178,0.02708,3.11379e-37,"False","Not Significant",36.5067106804373,5,"Capped"
"1045","NAC045_MA2048.2","NAC045","MA2048.2","C_NAC045",8769,0.48174,294,0.55428,339,0.04427,7.56166e-66,"False","Not Significant",65.1213828540091,5,"Capped"
"1046","NAC053_MA2049.2","NAC053","MA2049.2","C_NAC004",10464,0.40788,191,0.4783,222,0.03625,8.78024e-60,"False","Not Significant",59.0564936128808,5,"Capped"
"1047","NAC101_MA2050.2","NAC101","MA2050.2","C_NAC105",5899,0.43201,163,0.50562,178,0.02708,3.11379e-37,"False","Not Significant",36.5067106804373,5,"Capped"
"1048","NAC68_MA2051.2","NAC68","MA2051.2","C_NAC68",5634,0.40852,103,0.47399,112,0.04336,5.64473e-57,"False","Not Significant",56.2483568265139,5,"Capped"
"1049","NAC105_MA2053.2","NAC105","MA2053.2","C_NAC105",8321,0.44938,255,0.52787,289,0.02735,1.70703e-46,"False","Not Significant",45.7677588463604,5,"Capped"
"1050","WRKY1_MA0589.2","WRKY1","MA0589.2","C_WRKY1",4005,0.60276,229,0.65274,261,0.07997,5.01715e-74,"False","Up_CD8_Good",73.2995429144798,5,"Capped"
"1051","WRKY15_MA1076.3","WRKY15","MA1076.3","C_WRKY31",2636,0.53817,135,0.6189,149,0.03532,8.47379e-35,"False","Not Significant",34.0719223030175,5,"Capped"
"1052","WRKY18_MA1077.2","WRKY18","MA1077.2","C_WRKY60",10777,0.50776,414,0.58627,463,0.02905,5.0561e-50,"False","Not Significant",49.2961843451255,5,"Capped"
"1053","WRKY2_MA1078.2","WRKY2","MA1078.2","C_WRKY60",5529,0.53771,252,0.59683,265,0.06016,1.4732e-68,"False","Up_CD8_Good",67.8317382898171,5,"Capped"
"1054","WRKY21_MA1079.3","WRKY21","MA1079.3","C_WRKY45",7703,0.40912,176,0.47451,194,0.0479,8.54863e-63,"False","Not Significant",62.0681034795541,5,"Capped"
"1055","WRKY25_MA1081.3","WRKY25","MA1081.3","C_WRKY31",3506,0.52867,175,0.60802,186,0.03714,1.34852e-42,"False","Not Significant",41.8701426081097,5,"Capped"
"1056","WRKY30_MA1083.3","WRKY30","MA1083.3","C_WRKY31",3585,0.499,154,0.58268,165,0.01963,1.74399e-18,"False","Not Significant",17.7584560096312,5,"Capped"
"1057","WRKY40_MA1085.3","WRKY40","MA1085.3","C_WRKY48",13461,0.43498,396,0.50906,423,0.033,3.36126e-64,"False","Not Significant",63.4734978927081,5,"Capped"
"1058","WRKY43_MA1086.2","WRKY43","MA1086.2","C_WRKY48",13461,0.43498,396,0.50906,423,0.033,3.36126e-64,"False","Not Significant",63.4734978927081,5,"Capped"
"1059","WRKY45_MA1087.3","WRKY45","MA1087.3","C_WRKY45",12299,0.39247,199,0.44686,219,0.05983,3.9674e-85,"False","Up_CD8_Good",84.4014940110118,5,"Capped"
"1060","WRKY48_MA1088.2","WRKY48","MA1088.2","C_WRKY48",40569,0.49605,1684,0.57047,1863,0.03765,3.62196e-95,"False","Not Significant",94.4410563502327,5,"Capped"
"1061","WRKY57_MA1089.2","WRKY57","MA1089.2","C_WRKY48",13461,0.43498,396,0.50906,423,0.033,3.36126e-64,"False","Not Significant",63.4734978927081,5,"Capped"
"1062","WRKY60_MA1090.2","WRKY60","MA1090.2","C_WRKY60",5529,0.53771,252,0.59683,265,0.06016,1.4732e-68,"False","Up_CD8_Good",67.8317382898171,5,"Capped"
"1063","WRKY63_MA1092.2","WRKY63","MA1092.2","C_WRKY60",10777,0.50776,414,0.58627,463,0.02905,5.0561e-50,"False","Not Significant",49.2961843451255,5,"Capped"
"1064","WRKY75_MA1093.2","WRKY75","MA1093.2","C_WRKY31",2303,0.50866,104,0.58365,113,0.04202,2.15577e-39,"False","Not Significant",38.666397576073,5,"Capped"
"1065","WRKY8_MA1094.3","WRKY8","MA1094.3","C_WRKY45",8318,0.41251,188,0.48246,217,0.04143,5.88557e-59,"False","Not Significant",58.2302114706511,5,"Capped"
"1066","WRKY20_MA1295.2","WRKY20","MA1295.2","C_WRKY31",4303,0.49528,188,0.60622,199,-0.02186,2.12642e-26,"False","Not Significant",25.6723509516342,5,"Capped"
"1067","WRKY46_MA1296.2","WRKY46","MA1296.2","C_WRKY46",6947,0.50889,304,0.59414,327,0.0209,1.16065e-29,"False","Not Significant",28.9352987242623,5,"Capped"
"1068","WRKY26_MA1297.2","WRKY26","MA1297.2","C_WRKY45",6150,0.45145,189,0.53503,211,0.01767,3.74012e-21,"False","Not Significant",20.4271144634408,5,"Capped"
