"","output_prefix","name","motif_id","cluster","total_tfbs","CD8_Good_mean_score","CD8_Good_bound","CD8_Poor_mean_score","CD8_Poor_bound","CD8_Good_CD8_Poor_change","CD8_Good_CD8_Poor_pvalue","CD8_Good_CD8_Poor_highlighted","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"786","NAC011_MA1784.1","NAC011","MA1784.1","C_NAC013",7709,0.40975,154,0.46985,172,0.05825,2.73028e-76,"False","Up_CD8_Good",75.5637928122196,5,"Capped"
"787","NAC054_MA1788.1","NAC054","MA1788.1","C_NAC054",2819,0.51748,120,0.60778,139,0.01446,8.5221e-12,"False","Not Significant",11.0694533740087,5,"Capped"
"788","NAC071_MA1789.1","NAC071","MA1789.1","C_NAC071",6137,0.49216,214,0.57985,254,0.01331,5.97328e-15,"False","Not Significant",14.2237871270402,5,"Capped"
"789","NAC073_MA1790.1","NAC073","MA1790.1","C_NAC073",6093,0.48518,214,0.56375,251,0.03162,8.69655e-42,"False","Not Significant",41.0606530017631,5,"Capped"
"790","NAC087_MA1791.1","NAC087","MA1791.1","C_NAC013",4007,0.41614,87,0.47181,97,0.06796,2.25264e-69,"False","Up_CD8_Good",68.6473082084119,5,"Capped"
"791","NAC098_MA1792.1","NAC098","MA1792.1","C_BRN2",3200,0.47679,120,0.5562,131,0.0306,1.4918e-29,"False","Not Significant",28.8262893971841,5,"Capped"
"792","TEM1_MA1800.1","TEM1","MA1800.1","C_RAV1",7773,0.41621,179,0.49397,213,0.0238,1.32954e-32,"False","Not Significant",31.8762985921286,5,"Capped"
"793","SMZ_MA0553.1","SMZ","MA0553.1","C_SMZ",1856,0.89003,201,1.03263,244,-0.03577,7.11307e-26,"False","Not Significant",25.1479429173721,5,"Capped"
"794","PIF4_MA0561.1","PIF4","MA0561.1","C_PHYPA_008731",6008,0.75833,725,0.88083,822,-0.01972,3.62908e-23,"False","Not Significant",22.4402034580393,5,"Capped"
"795","PIF5_MA0562.1","PIF5","MA0562.1","C_ARNT2",5615,0.72091,664,0.8252,733,0.00226,0.362215,"False","Not Significant",0.441033568703519,0.441033568703519,"Not Capped"
"796","MYC2_MA0566.1","MYC2","MA0566.1","C_PHYPA_008731",1485,0.6953,129,0.81572,153,-0.0117,2.23625e-08,"False","Not Significant",7.65047964642457,5,"Capped"
"797","SPL8_MA0578.1","SPL8","MA0578.1","C_SPL8",5590,0.36393,70,0.41183,78,0.06767,4.26501e-75,"False","Up_CD8_Good",74.3700799462222,5,"Capped"
"798","DYT1_MA0580.1","DYT1","MA0580.1","C_DYT1",5492,0.64442,531,0.70708,569,0.06369,7.64985e-69,"False","Up_CD8_Good",68.1163470805079,5,"Capped"
"799","AHL12_MA0932.1","AHL12","MA0932.1","C_SUM1",14558,0.30899,100,0.35955,104,0.06789,1.31968e-95,"False","Up_CD8_Good",94.8795313650686,5,"Capped"
"800","AHL20_MA0933.1","AHL20","MA0933.1","C_AHL25",15323,0.3235,117,0.35716,120,0.09368,1.41471e-112,"True","Up_CD8_Good",111.849332576611,5,"Capped"
"801","AHL25_MA0934.1","AHL25","MA0934.1","C_AHL25",10626,0.31494,69,0.35171,81,0.09427,4.64667e-99,"False","Up_CD8_Good",98.3328581694122,5,"Capped"
"802","BHLH3_MA0957.1","BHLH3","MA0957.1","C_PHYPA_008731",1485,0.6953,129,0.81572,153,-0.0117,2.23625e-08,"False","Not Significant",7.65047964642457,5,"Capped"
"803","BHLH13_MA0958.1","BHLH13","MA0958.1","C_PHYPA_008731",2652,0.77109,280,0.8974,339,-0.01394,1.05617e-07,"False","Not Significant",6.97626617259785,5,"Capped"
"804","AIB_MA0959.1","AIB","MA0959.1","C_BHLHE40",3141,0.56783,197,0.69108,236,-0.03798,1.70097e-37,"False","Not Significant",36.7693033459696,5,"Capped"
"805","BHLH104_MA0960.1","BHLH104","MA0960.1","C_BHLH104",3637,0.80709,501,0.92222,560,-0.00671,2.55665e-06,"False","Not Significant",5.5923287219043,5,"Capped"
"806","ARF3_MA1009.1","ARF3","MA1009.1","C_ARF3",2868,0.86512,321,1.02926,385,-0.07005,5.5606e-56,"True","Up_CD8_Poor",55.2548783446355,5,"Capped"
"807","TCP4_MA1035.1","TCP4","MA1035.1","C_PK10344.1",10024,0.64184,687,0.78445,809,-0.05791,2.80657e-78,"True","Up_CD8_Poor",77.5518241213636,5,"Capped"
"808","TCP23_MA1066.1","TCP23","MA1066.1","C_ARALYDRAFT_493022",9925,0.73094,898,0.89133,1071,-0.07654,2.40551e-90,"True","Up_CD8_Poor",89.6187928333423,5,"Capped"
"809","TCP5_MA1067.1","TCP5","MA1067.1","C_PK10344.1",8541,0.63995,573,0.77036,674,-0.03552,8.49453e-54,"False","Not Significant",53.070860645524,5,"Capped"
"810","AGL55_MA1202.1","AGL55","MA1202.1","C_AGL55",26173,0.51134,1042,0.61658,1203,-0.0153,1.00395e-45,"False","Not Significant",44.9982879159408,5,"Capped"
"811","DREB2F_MA1242.1","DREB2F","MA1242.1","C_ERF057",19491,1.04689,3073,1.19587,3710,-0.02412,6.53897e-55,"False","Not Significant",54.184490655123,5,"Capped"
"812","TCP17_MA1290.1","TCP17","MA1290.1","C_TCP13",8733,0.69123,605,0.82739,779,-0.03845,5.94078e-58,"False","Not Significant",57.2261565301944,5,"Capped"
"813","TCP7_MA1291.1","TCP7","MA1291.1","C_TCP22",10130,0.68089,789,0.83932,963,-0.07611,8.29732e-89,"True","Up_CD8_Poor",88.0810621602938,5,"Capped"
"814","LRL2_MA1363.1","LRL2","MA1363.1","C_LRL2",4321,0.82435,591,0.93812,676,-0.00227,0.0617479,"False","Not Significant",1.20937780784838,1.20937780784838,"Not Capped"
"815","GAF1_MA1373.1","GAF1","MA1373.1","C_SGR5",34271,0.36209,416,0.42672,485,0.04475,1.84582e-89,"False","Not Significant",88.7338106526158,5,"Capped"
"816","AIL6_MA1378.1","AIL6","MA1378.1","C_PLT1",3367,0.6846,289,0.8097,335,-0.03426,1.5671e-34,"False","Not Significant",33.8049032893881,5,"Capped"
"817","HSFA6A_MA1760.1","HSFA6A","MA1760.1","C_HSFA4A",9802,0.43291,241,0.50492,256,0.03742,5.28025e-59,"False","Not Significant",58.2773455147673,5,"Capped"
"818","RAV2_MA1797.1","RAV2","MA1797.1","C_RAV1",7544,0.40938,169,0.48794,199,0.02207,4.65048e-33,"False","Not Significant",32.3325022190256,5,"Capped"
"819","AT4G09450_MA2103.1","AT4G09450","MA2103.1","C_AT4G09450",9115,0.43796,283,0.50489,303,0.04615,1.88663e-67,"False","Not Significant",66.7243132639655,5,"Capped"
"820","IDD11_MA2104.1","IDD11","MA2104.1","C_SGR5",24126,0.37462,317,0.43605,347,0.04835,1.36871e-87,"False","Not Significant",86.8636885597121,5,"Capped"
"821","URI_MA2342.1","URI","MA2342.1","C_PHYPA_008731",6875,0.90491,1170,1.01537,1299,0.00375,0.00159929,"False","Not Significant",2.79607277829242,2.79607277829242,"Not Capped"
"822","MYB3R3_MA2343.1","MYB3R3","MA2343.1","C_MYB3R3",1191,0.94672,174,1.08936,209,-0.01358,5.98949e-06,"False","Not Significant",5.22261015584364,5,"Capped"
"823","REV_MA2344.1","REV","MA2344.1","C_REV",12136,0.34108,119,0.37405,119,0.09818,1.65349e-108,"True","Up_CD8_Good",107.781598427275,5,"Capped"
"824","IDD6_MA2348.1","IDD6","MA2348.1","C_SGR5",32937,0.36458,412,0.43275,475,0.03988,1.3467e-87,"False","Not Significant",86.8707291398787,5,"Capped"
"825","TOE2_MA2363.1","TOE2","MA2363.1","C_TOE2",2444,0.57024,112,0.67388,123,0.00153,0.988116,"False","Not Significant",0.00519206836509466,0.00519206836509466,"Not Capped"
"826","VOZ2_MA2366.1","VOZ2","MA2366.1","C_VOZ2",127927,0.97599,20911,1.11211,23935,-0.01851,4.06267e-84,"False","Not Significant",83.3911884528396,5,"Capped"
"827","WIP5_MA2367.1","WIP5","MA2367.1","C_WIP5",10487,0.45653,286,0.55045,313,-0.00063,0.135397,"False","Not Significant",0.868390958234919,0.868390958234919,"Not Capped"
"828","WRKY51_MA2368.1","WRKY51","MA2368.1","C_WRKY48",13461,0.43498,396,0.50906,423,0.033,3.36126e-64,"False","Not Significant",63.4734978927081,5,"Capped"
"829","ZHD14_MA2369.1","ZHD14","MA2369.1","C_ZHD14",5870,0.33572,65,0.37789,72,0.08264,4.06198e-80,"False","Up_CD8_Good",79.3912622192648,5,"Capped"
"830","MBD2_MA2370.1","MBD2","MA2370.1","C_MBD2",120676,0.56541,6187,0.68741,7375,-0.03328,1.17124e-103,"False","Not Significant",102.931354104077,5,"Capped"
"831","MYB31_MA2371.1","MYB31","MA2371.1","C_ATMYB31",11299,0.50269,429,0.59903,508,0.0039,1.63706e-05,"False","Not Significant",4.78593540293907,4.78593540293907,"Not Capped"
"832","AZF1_MA2372.1","AZF1","MA2372.1","C_AZF1",11366,0.48486,345,0.55712,370,0.03821,6.13969e-62,"False","Not Significant",61.2118535563325,5,"Capped"
"833","AZF2_MA2373.1","AZF2","MA2373.1","C_AZF2",332202,0.52549,15197,0.63473,17818,-0.01632,3.65049e-97,"False","Not Significant",96.4376488369097,5,"Capped"
"834","AHL13_MA2374.1","AHL13","MA2374.1","C_AHL13",14752,0.30631,99,0.33874,108,0.10141,1.18868e-111,"True","Up_CD8_Good",110.924935044405,5,"Capped"
"835","BMY2_MA2375.1","BMY2","MA2375.1","C_BEH3",3229,0.74701,350,0.86344,386,-0.01334,9.03121e-17,"False","Not Significant",16.0442540590864,5,"Capped"
"836","CAMTA5_MA2376.1","CAMTA5","MA2376.1","C_CAMTA5",2044,0.78839,231,0.91752,277,-0.02044,5.1754e-14,"False","Not Significant",13.2860560785127,5,"Capped"
"837","CRF3_MA2378.1","CRF3","MA2378.1","C_ERF7",295999,1.02232,47025,1.18431,56913,-0.04751,3.12806e-142,"True","Not Significant",141.504724925235,5,"Capped"
"838","NAC094_MA2387.1","NAC094","MA2387.1","C_NAC094",1518,1.13601,310,1.25703,364,0.02112,8.37304e-14,"False","Not Significant",13.0771168340589,5,"Capped"
"839","GATA1_MA2388.1","GATA1","MA2388.1","C_GATA1",6017,0.45639,158,0.52574,182,0.04406,9.75773e-56,"False","Not Significant",55.0106512031465,5,"Capped"
"840","GBF1_MA2389.1","GBF1","MA2389.1","C_PK24205.1",2983,0.88808,445,1.02293,488,-0.02617,1.82227e-27,"False","Not Significant",26.7393872745514,5,"Capped"
"841","IDD1_MA2396.1","IDD1","MA2396.1","C_SGR5",23412,0.37658,310,0.43653,352,0.0502,1.29089e-93,"False","Not Significant",92.8891107634875,5,"Capped"
"842","ILR3_MA2397.1","ILR3","MA2397.1","C_PHYPA_008731",6875,0.90491,1170,1.01537,1299,0.00375,0.00159929,"False","Not Significant",2.79607277829242,2.79607277829242,"Not Capped"
"843","AS2_MA2398.1","AS2","MA2398.1","C_AS2",16695,1.13214,3135,1.2894,3839,-0.0263,1.95921e-53,"False","Not Significant",52.7079190111961,5,"Capped"
"844","NAC016_MA2005.2","NAC016","MA2005.2","C_NAC016",3564,0.60148,207,0.70964,226,-0.00949,1.82626e-08,"False","Not Significant",7.73843739299718,5,"Capped"
"845","DEAR3_MA1376.2","DEAR3","MA1376.2","C_ERF104",21864,1.16749,4226,1.33038,5133,-0.03307,2.40833e-72,"False","Not Significant",71.6182840043911,5,"Capped"
"846","EIL3_MA1751.2","EIL3","MA1751.2","C_EIL3",5589,0.36523,82,0.44473,96,0.01904,3.13606e-29,"False","Not Significant",28.5036156368614,5,"Capped"
"847","ANT_MA0571.2","ANT","MA0571.2","C_ANT",6661,0.59953,389,0.7181,452,-0.02133,1.14657e-32,"False","Not Significant",31.9405994257263,5,"Capped"
"848","PLT1_MA1377.2","PLT1","MA1377.2","C_PLT1",3931,0.66172,294,0.76178,323,0.00462,0.041955,"False","Not Significant",1.37721627457279,1.37721627457279,"Not Capped"
"849","DREB1A_MA0971.2","DREB1A","MA0971.2","C_DREB1D",1801,0.87448,214,1.00221,234,-0.01811,1.13949e-10,"False","Not Significant",9.94328948177266,5,"Capped"
"850","CRF4_MA0976.3","CRF4","MA0976.3","C_ERF104",20865,1.11689,3768,1.26901,4594,-0.0201,8.35191e-52,"False","Not Significant",51.0782141942645,5,"Capped"
"851","ERF4_MA0992.3","ERF4","MA0992.3","C_ERF104",12653,1.18198,2485,1.33466,2994,-0.01372,5.99978e-27,"False","Not Significant",26.2218646740393,5,"Capped"
"852","ERF7_MA0993.2","ERF7","MA0993.2","C_ERF7",295999,1.02232,47025,1.18431,56913,-0.04751,3.12806e-142,"True","Not Significant",141.504724925235,5,"Capped"
"853","ERF8_MA0994.3","ERF8","MA0994.3","C_ERF104",14996,1.19018,3101,1.3448,3687,-0.0191,1.37887e-38,"False","Not Significant",37.8604766772208,5,"Capped"
"854","ERF039_MA0995.3","ERF039","MA0995.3","C_ERF025",2976,0.92475,390,1.0519,465,-0.00421,0.0100459,"False","Not Significant",1.99801114925673,1.99801114925673,"Not Capped"
"855","ERF069_MA0997.2","ERF069","MA0997.2","C_ERF7",295999,1.02232,47025,1.18431,56913,-0.04751,3.12806e-142,"True","Not Significant",141.504724925235,5,"Capped"
"856","ERF096_MA0998.2","ERF096","MA0998.2","C_ERF7",55388,1.06016,9252,1.2402,11285,-0.07022,6.91995e-127,"True","Up_CD8_Poor",126.15989704352,5,"Capped"
"857","ERF105_MA1000.3","ERF105","MA1000.3","C_ERF104",18965,1.1516,3671,1.30569,4407,-0.02071,6.32932e-45,"False","Not Significant",44.1986429465563,5,"Capped"
"858","ERF076_MA1001.4","ERF076","MA1001.4","C_ERF104",19502,1.1309,3556,1.28266,4338,-0.01758,6.53739e-45,"False","Not Significant",44.1845956056268,5,"Capped"
"859","ERF13_MA1004.2","ERF13","MA1004.2","C_ERF104",21864,1.16749,4226,1.33038,5133,-0.03307,2.40833e-72,"False","Not Significant",71.6182840043911,5,"Capped"
"860","ERF082_MA1005.3","ERF082","MA1005.3","C_ERF104",18126,1.13712,3397,1.29146,4064,-0.02406,2.90963e-51,"False","Not Significant",50.5361622340982,5,"Capped"
"861","ERF6_MA1006.2","ERF6","MA1006.2","C_ERF6",12994,1.10394,2351,1.25783,2808,-0.02926,9.27075e-58,"False","Not Significant",57.0328851301828,5,"Capped"
"862","ERF094_MA1049.2","ERF094","MA1049.2","C_ERF104",21864,1.16749,4226,1.33038,5133,-0.03307,2.40833e-72,"False","Not Significant",71.6182840043911,5,"Capped"
"863","DREB1D_MA1218.2","DREB1D","MA1218.2","C_DREB1D",1390,0.93291,208,1.06226,224,-0.00704,0.0104085,"False","Not Significant",1.98261185345404,1.98261185345404,"Not Capped"
"864","ERF011_MA1219.3","ERF011","MA1219.3","C_TINY",2116,0.93681,263,1.06395,301,-0.00883,0.000591855,"False","Not Significant",3.22778467911013,3.22778467911013,"Not Capped"
"865","TINY_MA1220.2","TINY","MA1220.2","C_TINY",2818,0.95337,386,1.10151,461,-0.03202,2.21752e-36,"False","Not Significant",35.65413245454,5,"Capped"
"866","ERF035_MA1223.2","ERF035","MA1223.2","C_TINY",1947,0.94481,267,1.08329,311,-0.02458,1.14323e-23,"False","Not Significant",22.9418663875555,5,"Capped"
"867","DREB2G_MA1226.2","DREB2G","MA1226.2","C_DREB2G",22858,1.00886,3461,1.15891,4152,-0.0292,4.11823e-67,"False","Not Significant",66.3852894020255,5,"Capped"
"868","ERF027_MA1227.3","ERF027","MA1227.3","C_ERF025",1861,0.97018,257,1.09621,328,0.01037,0.000866878,"False","Not Significant",3.06204201861948,3.06204201861948,"Not Capped"
"869","ERF091_MA1228.2","ERF091","MA1228.2","C_ERF104",20679,1.15459,3977,1.31313,4810,-0.02675,1.45951e-57,"False","Not Significant",56.8357929250474,5,"Capped"
"870","ERF034_MA1229.2","ERF034","MA1229.2","C_TINY",2202,0.93681,287,1.07524,347,-0.02354,2.46849e-19,"False","Not Significant",18.6075686277937,5,"Capped"
"871","ERF037_MA1230.2","ERF037","MA1230.2","C_TINY",2093,0.99171,315,1.13362,368,-0.02001,8.82355e-14,"False","Not Significant",13.05435664897,5,"Capped"
"872","ERF15_MA1231.3","ERF15","MA1231.3","C_ERF104",15230,1.13377,2860,1.29526,3419,-0.03279,4.85923e-63,"False","Not Significant",62.3134325441626,5,"Capped"
"873","ERF054_MA1232.2","ERF054","MA1232.2","C_ERF057",6764,1.03922,1083,1.19276,1308,-0.02481,2.69041e-32,"False","Not Significant",31.5701815314588,5,"Capped"
"874","ERF021_MA1233.3","ERF021","MA1233.3","C_ERF104",5655,1.17195,1187,1.31762,1404,-0.0086,4.60023e-11,"False","Not Significant",10.3372204541372,5,"Capped"
"875","ERF017_MA1234.2","ERF017","MA1234.2","C_ERF017",4306,0.9913,666,1.14744,792,-0.04994,4.06722e-54,"False","Not Significant",53.3907023355369,5,"Capped"
"876","ERF038_MA1238.3","ERF038","MA1238.3","C_TINY",2139,0.92818,278,1.06181,332,-0.01036,1.93877e-07,"False","Not Significant",6.71247370905205,5,"Capped"
"877","ERF104_MA1239.2","ERF104","MA1239.2","C_ERF104",21297,1.11885,3884,1.27585,4678,-0.02674,9.58848e-65,"False","Not Significant",64.0182502332811,5,"Capped"
"878","ERF077_MA1240.2","ERF077","MA1240.2","C_ERF104",19549,1.12066,3593,1.27462,4344,-0.02426,8.35105e-59,"False","Not Significant",58.0782589160688,5,"Capped"
"879","ERF043_MA1241.2","ERF043","MA1241.2","C_TINY",2078,0.93927,281,1.0809,332,-0.02576,5.59221e-23,"False","Not Significant",22.2524165282265,5,"Capped"
"880","DREB2E_MA1243.2","DREB2E","MA1243.2","C_DREB2A",3000,0.98878,511,1.11573,603,-0.00887,1.07092e-06,"False","Not Significant",5.97024297067723,5,"Capped"
"881","ABR1_MA1244.2","ABR1","MA1244.2","C_ERF104",13662,1.1979,2821,1.349,3380,-0.01223,4.15438e-28,"False","Not Significant",27.3814937811868,5,"Capped"
"882","ERF112_MA1245.3","ERF112","MA1245.3","C_ERF104",18126,1.13713,3399,1.29147,4068,-0.02404,3.13795e-51,"False","Not Significant",50.503353980729,5,"Capped"
"883","LEP_MA1246.2","LEP","MA1246.2","C_ERF104",18636,1.17472,3658,1.33553,4433,-0.02653,5.36893e-63,"False","Not Significant",62.2701122583225,5,"Capped"
"884","ERF087_MA1247.2","ERF087","MA1247.2","C_ERF104",18267,1.17353,3528,1.33432,4335,-0.02748,1.60122e-61,"False","Not Significant",60.7955489939882,5,"Capped"
"885","ERF012_MA1248.2","ERF012","MA1248.2","C_ERF057",6052,1.00989,914,1.16221,1103,-0.03412,3.12078e-50,"False","Not Significant",49.5057368459305,5,"Capped"
"886","DREB2D_MA1250.2","DREB2D","MA1250.2","C_ERF057",20329,1.00107,2994,1.15164,3656,-0.02781,9.48416e-58,"False","Not Significant",57.0230011279824,5,"Capped"
"887","ERF086_MA1252.2","ERF086","MA1252.2","C_ERF104",16215,1.18047,3225,1.34133,3928,-0.02748,4.19682e-63,"False","Not Significant",62.3770796571128,5,"Capped"
"888","ERF036_MA1253.2","ERF036","MA1253.2","C_TINY",2227,0.95892,310,1.08187,356,-0.00458,0.260966,"False","Not Significant",0.58341607110708,0.58341607110708,"Not Capped"
"889","ERF9_MA1257.2","ERF9","MA1257.2","C_ERF9",19826,1.11457,3625,1.26897,4395,-0.02374,4.74862e-56,"False","Not Significant",55.3234325826829,5,"Capped"
"890","DREB2A_MA1258.2","DREB2A","MA1258.2","C_DREB2A",4761,1.07294,922,1.20618,1087,-0.00528,0.0043849,"False","Not Significant",2.35804030650396,2.35804030650396,"Not Capped"
"891","ERF023_MA1259.2","ERF023","MA1259.2","C_TINY",3201,0.93034,404,1.07246,494,-0.02799,6.59372e-24,"False","Not Significant",23.1808694989637,5,"Capped"
"892","ERF013_MA1260.2","ERF013","MA1260.2","C_TINY",5258,0.98037,743,1.12403,890,-0.02308,9.1122e-29,"False","Not Significant",28.04037675667,5,"Capped"
"893","ERF122_MA1261.2","ERF122","MA1261.2","C_ERF9",12622,1.11924,2319,1.27333,2780,-0.02198,2.27409e-46,"False","Not Significant",45.6431923515525,5,"Capped"
"894","ERF2_MA1262.2","ERF2","MA1262.2","C_ERF104",20858,1.10279,3731,1.25802,4483,-0.02645,8.59848e-67,"False","Not Significant",66.0655783145653,5,"Capped"
"895","ERF055_MA1263.2","ERF055","MA1263.2","C_ERF055",9664,1.02637,1415,1.19207,1790,-0.04844,2.46137e-66,"False","Not Significant",65.6088230970326,5,"Capped"
"896","ERF095_MA1264.2","ERF095","MA1264.2","C_ERF104",20573,1.15405,3971,1.31351,4787,-0.0277,1.53696e-60,"False","Not Significant",59.8133374350411,5,"Capped"
"897","ERF015_MA1265.3","ERF015","MA1265.3","C_TINY",3445,0.93385,434,1.07906,549,-0.0258,3.82927e-26,"False","Not Significant",25.4168840106761,5,"Capped"
"898","ERF019_MA1424.2","ERF019","MA1424.2","C_TINY",3823,0.93454,478,1.08057,595,-0.03088,1.07356e-39,"False","Not Significant",38.969173678344,5,"Capped"
"899","DREB1B_MA1669.2","DREB1B","MA1669.2","C_ERF025",1628,0.97292,245,1.11757,297,-0.02415,3.73996e-12,"False","Not Significant",11.4271330426851,5,"Capped"
"900","DREB1C_MA1670.2","DREB1C","MA1670.2","C_DREB1D",1413,0.87156,173,0.99863,180,-0.02319,9.13735e-23,"False","Not Significant",22.0391797394138,5,"Capped"
"901","ERF118_MA1671.2","ERF118","MA1671.2","C_ERF104",19577,1.14667,3505,1.30814,4272,-0.03062,6.32346e-64,"False","Not Significant",63.1990452242922,5,"Capped"
"902","DREB1F_MA1748.2","DREB1F","MA1748.2","C_ERF025",9807,1.05914,1689,1.20066,1938,-0.02102,2.24644e-37,"False","Not Significant",36.6485051764553,5,"Capped"
"903","ERF025_MA1752.2","ERF025","MA1752.2","C_ERF025",1847,0.93346,244,1.06085,296,-0.0072,0.00161761,"False","Not Significant",2.79112617695374,2.79112617695374,"Not Capped"
"904","ERF057_MA1753.2","ERF057","MA1753.2","C_ERF057",24409,1.01736,3749,1.16742,4591,-0.02599,2.20277e-63,"False","Not Significant",62.6570308469008,5,"Capped"
"905","ERF073_MA1754.2","ERF073","MA1754.2","C_ERF104",17489,1.18517,3522,1.33972,4214,-0.01866,1.42106e-44,"False","Not Significant",43.8473875849024,5,"Capped"
"906","WIN1_MA1804.2","WIN1","MA1804.2","C_ERF104",45292,1.17812,9212,1.3424,11114,-0.03238,5.53857e-86,"False","Not Significant",85.2566023510252,5,"Capped"
"907","ERF010_MA2011.2","ERF010","MA2011.2","C_TINY",3853,0.8993,456,1.04463,559,-0.02716,2.72459e-35,"False","Not Significant",34.5646988416935,5,"Capped"
"908","ERF115_MA2013.2","ERF115","MA2013.2","C_ERF104",19170,1.16465,3675,1.32149,4476,-0.02095,1.73137e-53,"False","Not Significant",52.7616101119125,5,"Capped"
"909","ABI3_MA0564.2","ABI3","MA0564.2","C_ABI3",8298,0.69263,1036,0.79764,1097,-0.01414,2.51254e-21,"False","Not Significant",20.5998870154855,5,"Capped"
"910","FUS3_MA0565.3","FUS3","MA0565.3","C_LEC2",5851,0.44962,113,0.48385,112,0.09639,9.03006e-88,"True","Up_CD8_Good",87.0443093640185,5,"Capped"
"911","LEC2_MA0581.2","LEC2","MA0581.2","C_LEC2",17867,0.44848,464,0.53034,536,0.0184,1.07658e-38,"False","Not Significant",37.9679536924846,5,"Capped"
"912","ARF1_MA0942.2","ARF1","MA0942.2","C_ERF025",2976,0.92478,390,1.0519,465,-0.00417,0.0106735,"False","Not Significant",1.97169314557656,1.97169314557656,"Not Capped"
"913","ARF5_MA0943.2","ARF5","MA0943.2","C_ERF025",1861,0.97018,257,1.09621,328,0.01037,0.000866878,"False","Not Significant",3.06204201861948,3.06204201861948,"Not Capped"
"914","ARF8_MA0944.2","ARF8","MA0944.2","C_ERF025",6541,0.90483,796,1.054,962,-0.04349,7.41409e-59,"False","Not Significant",58.1299421463526,5,"Capped"
"915","ARF2_MA1206.2","ARF2","MA1206.2","C_ERF025",6541,0.90483,796,1.054,962,-0.04349,7.41409e-59,"False","Not Significant",58.1299421463526,5,"Capped"
"916","RAV1_MA0582.2","RAV1","MA0582.2","C_RAV1",17480,0.50508,719,0.59826,855,0.00823,5.79227e-22,"False","Not Significant",21.2371512022016,5,"Capped"
"917","PIF1_MA0552.2","PIF1","MA0552.2","C_PHYPA_008731",6875,0.90491,1170,1.01537,1299,0.00375,0.00159929,"False","Not Significant",2.79607277829242,2.79607277829242,"Not Capped"
"918","PIF3_MA0560.2","PIF3","MA0560.2","C_PHYPA_008731",10191,0.608,783,0.72769,908,-0.02559,7.2746e-43,"False","Not Significant",42.1381908817329,5,"Capped"
"919","MYC3_MA0568.2","MYC3","MA0568.2","C_PHYPA_008731",6875,0.90491,1170,1.01537,1299,0.00375,0.00159929,"False","Not Significant",2.79607277829242,2.79607277829242,"Not Capped"
"920","MYC4_MA0569.2","MYC4","MA0569.2","C_PHYPA_008731",2999,0.82815,383,0.95301,449,-0.00929,2.92267e-10,"False","Not Significant",9.53422021826204,5,"Capped"
"921","BEE2_MA0956.2","BEE2","MA0956.2","C_PHYPA_008731",6875,0.90491,1170,1.01537,1299,0.00375,0.00159929,"False","Not Significant",2.79607277829242,2.79607277829242,"Not Capped"
"922","BIM1_MA0964.3","BIM1","MA0964.3","C_ARNT2",2617,1.10203,687,1.1955,730,0.02594,1.60768e-21,"False","Not Significant",20.793800390951,5,"Capped"
"923","BIM2_MA0965.3","BIM2","MA0965.3","C_PHYPA_008731",6875,0.90491,1170,1.01537,1299,0.00375,0.00159929,"False","Not Significant",2.79607277829242,2.79607277829242,"Not Capped"
"924","BIM3_MA0966.2","BIM3","MA0966.2","C_PHYPA_008731",6875,0.90491,1170,1.01537,1299,0.00375,0.00159929,"False","Not Significant",2.79607277829242,2.79607277829242,"Not Capped"
"925","HBI1_MA1025.2","HBI1","MA1025.2","C_PHYPA_008731",5010,0.94773,936,1.06172,1045,-0.00204,0.00155933,"False","Not Significant",2.80706196562392,2.80706196562392,"Not Capped"
"926","SPT_MA1061.2","SPT","MA1061.2","C_PHYPA_008731",3800,0.90791,628,1.02976,714,-0.00947,6.20679e-05,"False","Not Significant",4.20713294824825,4.20713294824825,"Not Capped"
"927","UNE10_MA1074.2","UNE10","MA1074.2","C_PHYPA_008731",5010,0.94773,936,1.06172,1045,-0.00204,0.00155933,"False","Not Significant",2.80706196562392,2.80706196562392,"Not Capped"
"928","BPE_MA1359.3","BPE","MA1359.3","C_PHYPA_008731",6875,0.90491,1170,1.01537,1299,0.00375,0.00159929,"False","Not Significant",2.79607277829242,2.79607277829242,"Not Capped"
"929","BHLH72_MA1364.2","BHLH72","MA1364.2","C_PHYPA_008731",4657,0.87453,742,0.99583,832,-0.01754,3.58864e-19,"False","Not Significant",18.4450701064077,5,"Capped"
"930","BHLH122_MA1739.2","BHLH122","MA1739.2","C_bHLH112",8894,0.46121,259,0.58026,321,-0.03709,3.62171e-57,"False","Not Significant",56.4410863277497,5,"Capped"
"931","BHLH49_MA1740.2","BHLH49","MA1740.2","C_PHYPA_008731",5010,0.94773,936,1.06172,1045,-0.00204,0.00155933,"False","Not Significant",2.80706196562392,2.80706196562392,"Not Capped"
"932","BZR2_MA0549.2","BZR2","MA0549.2","C_PHYPA_008731",3769,0.84335,517,0.95889,578,-0.00327,0.000452096,"False","Not Significant",3.3447693354466,3.3447693354466,"Not Capped"
"933","BZR1_MA0550.3","BZR1","MA0550.3","C_BEH3",3311,0.80629,359,0.88679,401,0.04566,5.62163e-48,"False","Not Significant",47.2501377418389,5,"Capped"
"934","BEH4_MA1331.2","BEH4","MA1331.2","C_BEH3",2924,0.78999,335,0.91711,384,-0.02043,4.29388e-18,"False","Not Significant",17.3671500968504,5,"Capped"
